county,date,population,cases_population,tested_population,new_cases_today_10k_pop,active_cases_10k_pop,current_infections,positive,new_cases_today,negative,recovered,recovered_since_yesterday,total_deaths,new_deaths_today,number_tested,new_tests_dashboard,pct_positive_cumulative,pct_positive_new_to_dashboard,closed,pct_deaths_vs_recoveries,pct_recoveries_vs_deaths
Stone,2020-08-27,12446,1.4703519202956772,19.275269162783225,11.24859392575928,53.83255664470512,67,183,14,2216,114,11,2,1,2399,49,7.628178407669862,28.57142857142857,116,1.7241379310344827,98.27586206896551
Union,2020-08-27,39732,1.686298197926105,18.619752340682574,4.278667069364744,19.37984496124031,77,670,17,6728,573,9,20,0,7398,35,9.056501757231684,48.57142857142857,593,3.372681281618887,96.62731871838112
Van Buren,2020-08-27,16684,0.6533205466315032,16.91440901462479,1.7981299448573485,20.378806041716615,34,109,3,2713,73,6,2,0,2822,26,3.862508858965273,11.538461538461538,75,2.666666666666667,97.33333333333334
Washington,2020-08-27,228529,2.9199795211986226,24.9215635652368,0.6126137164211107,8.270285171684995,189,6673,14,50280,6429,17,55,0,56953,312,11.71667866486401,4.487179487179487,6484,0.8482418260333127,99.15175817396668
White,2020-08-27,78804,0.6484442414090655,12.762042535911883,3.933810466473783,11.420740063956144,90,511,31,9546,411,37,10,0,10057,118,5.081038082927314,26.27118644067797,421,2.375296912114014,97.62470308788599
Woodruff,2020-08-27,6660,0.40540540540540543,19.684684684684683,0,6.006006006006006,4,27,0,1284,23,1,0,0,1311,16,2.059496567505721,0,23,0,100
Yell,2020-08-27,21757,5.207519419037551,38.92999954037781,6.894332858390403,18.84450981293377,41,1133,15,7337,1069,1,23,0,8470,75,13.376623376623375,20,1092,2.1062271062271063,97.89377289377289
Arkansas,2020-08-26,18124,1.489737364820128,22.82056941072611,2.2070183182520418,13.242109909512248,24,270,4,3866,244,4,2,0,4136,33,6.528046421663443,12.121212121212121,246,0.8130081300813009,99.1869918699187
Ashley,2020-08-26,20537,1.8649267176315918,20.8160880362273,1.4607781078054245,10.225446754637971,21,383,3,3892,355,5,7,0,4275,26,8.95906432748538,11.538461538461538,362,1.9337016574585635,98.06629834254143
Baxter,2020-08-26,41219,0.293553943569713,6.004512482107765,1.2130328246682354,8.248623207744002,34,121,5,2354,87,3,0,0,2475,16,4.888888888888889,31.25,87,0,100
Benton,2020-08-26,258980,1.9874121553787938,22.466599737431462,1.312842690555255,7.645378021468839,198,5147,34,53037,4902,21,47,2,58184,340,8.846074522205418,10,4949,0.9496868054152354,99.05031319458476
Boone,2020-08-26,37288,0.7830937567045698,16.455696202531644,4.827290281055568,15.28641922334263,57,292,18,5844,234,8,1,0,6136,67,4.758800521512386,26.865671641791046,235,0.425531914893617,99.57446808510639
Bradley,2020-08-26,10948,2.475337961271465,28.55316039459262,3.6536353671903545,40.1899890390939,44,271,4,2855,222,7,5,0,3126,21,8.669225847728727,19.047619047619047,227,2.2026431718061676,97.79735682819384
Calhoun,2020-08-26,5202,0.44213763936947326,23.68319876970396,0,9.611687812379854,5,23,0,1209,18,1,0,0,1232,4,1.8668831168831168,0,18,0,100
Carroll,2020-08-26,27887,1.5849679061928494,20.31053896080611,1.792950120127658,15.77796105712339,44,442,5,5222,391,7,7,0,5664,23,7.80367231638418,21.73913043478261,398,1.7587939698492463,98.24120603015075
Chicot,2020-08-26,10826,8.71051173101792,45.52928135968964,3.694808793644929,176.42711989654535,191,943,4,3986,742,3,10,0,4929,14,19.1316697098803,28.57142857142857,752,1.3297872340425532,98.67021276595744
Clark,2020-08-26,22385,0.973866428411883,20.48246593701139,1.3401831583649766,10.721465266919813,24,218,3,4367,191,2,3,0,4585,27,4.7546346782988005,11.11111111111111,194,1.5463917525773196,98.4536082474227
Clay,2020-08-26,15061,1.1088241152645906,20.091627381979947,1.3279330721731626,13.943297257818207,21,167,2,2859,141,3,5,0,3026,14,5.518836748182419,14.285714285714285,146,3.4246575342465753,96.57534246575342
Cleburne,2020-08-26,25230,0.9869203329369797,17.29290527150218,0.7927070947284978,8.323424494649226,21,249,2,4114,222,1,6,0,4363,60,5.707082282832913,3.3333333333333335,228,2.631578947368421,97.36842105263158
Cleveland,2020-08-26,8226,1.604668125455872,23.182591782154148,2.4313153415998054,19.450522732798444,16,132,2,1775,114,1,2,0,1907,15,6.92186680650236,13.333333333333334,116,1.7241379310344827,98.27586206896551
Columbia,2020-08-26,23892,1.1970534069981584,15.507282772476142,0.8371002846140967,12.556504269211452,30,286,2,3419,242,5,14,1,3705,18,7.719298245614035,11.11111111111111,256,5.46875,94.53125
Conway,2020-08-26,20906,0.932746579929207,22.409834497273508,0.9566631589017506,8.131636850664881,17,195,2,4490,175,2,3,0,4685,7,4.16221985058698,28.57142857142857,178,1.6853932584269662,98.31460674157303
Craighead,2020-08-26,105701,1.6348000491953718,22.691365266175342,2.5543750768677684,21.854097879868686,231,1728,27,22257,1483,13,14,0,23985,216,7.204502814258912,12.5,1497,0.9352037408149633,99.06479625918504
Crawford,2020-08-26,62472,1.3846203098988346,22.0434754770137,2.2410039697784607,22.08989627353054,138,865,14,12906,721,9,6,0,13771,106,6.281315808583255,13.20754716981132,727,0.8253094910591471,99.17469050894086
Crittenden,2020-08-26,49013,3.2685205965764186,26.25629934915227,1.4281925203517434,17.342337747128315,85,1602,7,11267,1488,18,29,1,12869,87,12.448519698500272,8.045977011494253,1517,1.911667765326302,98.0883322346737
Cross,2020-08-26,16998,1.4589951759030475,18.861042475585364,2.3532180256500763,14.707612660312979,25,248,4,2958,218,1,5,1,3206,17,7.735495945102933,23.52941176470588,223,2.242152466367713,97.75784753363229
Dallas,2020-08-26,7432,1.3993541442411195,19.738966630785793,1.3455328310010763,48.43918191603875,36,104,1,1363,66,2,2,0,1467,74,7.0892978868439,1.3513513513513513,68,2.941176470588235,97.05882352941177
Desha,2020-08-26,11887,1.892824093547573,25.683519811558845,0.8412551526878103,15.142592748380583,18,225,1,2828,202,1,5,0,3053,-5,7.369800196528005,-20,207,2.4154589371980677,97.58454106280193
Drew,2020-08-26,18502,1.594422224624365,25.024321694951894,0.5404821100421576,20.53832018160199,38,295,1,4335,253,3,4,0,4630,32,6.371490280777538,3.125,257,1.556420233463035,98.44357976653697
Faulkner,2020-08-26,122416,1.3013004835969155,22.12292510782904,1.1436413540713632,12.743432231080904,156,1593,14,25489,1429,19,8,1,27082,72,5.8821357359131525,19.444444444444446,1437,0.5567153792623522,99.44328462073764
Franklin,2020-08-26,17780,0.8773903262092239,22.744656917885266,1.687289088863892,8.43644544431946,15,156,3,3888,139,1,2,0,4044,34,3.857566765578635,8.823529411764707,141,1.4184397163120568,98.581560283687935
Fulton,2020-08-26,12139,0.5107504736798748,7.068127522860203,0.8237910865804432,14.004448471867535,17,62,1,796,45,2,0,0,858,10,7.226107226107226,10,45,0,100
Garland,2020-08-26,98298,1.371340210380679,22.043174835703677,2.848481149158681,14.954526033083074,147,1348,28,20320,1173,22,28,1,21668,132,6.221155621192542,21.21212121212121,1201,2.3313905079100747,97.66860949208993
Grant,2020-08-26,18086,0.9620701094769434,19.4349220391463,2.7645692801061594,11.61119097644587,21,174,5,3341,152,0,1,1,3515,33,4.950213371266003,15.151515151515152,153,0.6535947712418301,99.34640522875817
Greene,2020-08-26,44623,1.3401160836340005,21.84971875490218,2.465096474912041,13.221881092710037,59,598,11,9152,535,13,4,0,9750,90,6.133333333333333,12.222222222222221,539,0.7421150278293136,99.25788497217069
Hempstead,2020-08-26,22018,1.4442728676537377,16.663638840948312,2.725043146516487,15.89608502134617,35,318,6,3351,280,5,3,0,3669,19,8.66721177432543,31.57894736842105,283,1.0600706713780919,98.93992932862191
Hot Spring,2020-08-26,33520,5.032816229116945,29.08711217183771,0.8949880668257757,19.988066825775658,67,1687,3,8063,1601,2,19,1,9750,36,17.3025641025641,8.333333333333332,1620,1.1728395061728396,98.82716049382717
Howard,2020-08-26,13389,2.972589439091792,25.670326387332885,0,19.41892598401673,26,398,0,3039,367,2,5,0,3437,3,11.579866162350887,0,372,1.3440860215053763,98.65591397849462
Independence,2020-08-26,37264,1.9402103907256334,21.08469300128811,4.830399313009876,25.225418634607127,94,723,18,7134,625,11,4,0,7857,58,9.201985490645285,31.03448275862069,629,0.6359300476947536,99.36406995230524
Izard,2020-08-26,13559,0.6121395383140349,19.669592152813628,2.212552548123018,13.275315288738106,18,83,3,2584,65,1,0,0,2667,13,3.1121109861267344,23.076923076923077,65,0,100
Jackson,2020-08-26,17225,1.0159651669085632,26.438316400580554,0,28.447024673439767,49,175,0,4379,125,2,1,0,4554,13,3.8427755819060168,0,126,0.7936507936507936,99.20634920634922
Jefferson,2020-08-26,70424,2.797341815290242,30.799159377484948,6.531864137225945,40.32716119504715,284,1970,46,19720,1639,24,47,0,21690,154,9.082526509912402,29.87012987012987,1686,2.7876631079478056,97.21233689205219
Johnson,2020-08-26,26291,2.8336693164961395,23.39203529725001,1.1410748925487808,17.496481685747973,46,745,3,5405,695,0,4,1,6150,50,12.113821138211382,6,699,0.5722460658082975,99.4277539341917
Lafayette,2020-08-26,6915,0.9544468546637744,12.10412147505423,1.4461315979754157,4.3383947939262475,3,66,1,771,61,2,2,0,837,2,7.885304659498208,50,63,3.1746031746031744,96.82539682539682
Lawrence,2020-08-26,16669,1.4637950686903833,16.00575919371288,-0.5999160117583539,8.398824164616954,14,244,-1,2424,220,2,10,0,2668,20,9.145427286356822,-5,230,4.3478260869565215,95.65217391304348
Lee,2020-08-26,9398,10.597999574377527,44.74356246009789,3.1921685464992553,22.345179825494785,21,996,3,3209,965,1,10,0,4205,11,23.686087990487515,27.27272727272727,975,1.0256410256410255,98.97435897435898
Lincoln,2020-08-26,13695,10.208105147864185,46.265060240963855,10.222709017889741,108.79883169039796,149,1398,14,4938,1236,9,13,0,6336,32,22.064393939393938,43.75,1249,1.0408326661329064,98.9591673338671
Little River,2020-08-26,12417,2.182491745188049,13.529838125151002,4.832085044696787,28.187162760731255,35,271,6,1409,222,7,14,1,1680,11,16.130952380952383,54.54545454545454,236,5.932203389830509,94.0677966101695
Logan,2020-08-26,21757,1.6316587764857287,25.02183205405157,1.8384887622374408,14.248287907340167,31,355,4,5089,323,27,1,0,5444,36,6.520940484937546,11.11111111111111,324,0.30864197530864196,99.69135802469135
Lonoke,2020-08-26,72206,0.933440434312938,17.32681494612636,1.8004043985264382,13.295294019887544,96,674,13,11837,575,16,3,1,12511,95,5.387259211893534,13.684210526315791,578,0.5190311418685121,99.48096885813149
Madison,2020-08-26,16078,1.785047891528797,20.618236099017288,0,2.4878716258241074,4,287,0,3028,281,2,2,0,3315,4,8.65761689291101,0,283,0.7067137809187279,99.29328621908127
Marion,2020-08-26,16438,0.26158900109502375,9.739627691933325,1.2166930283489474,6.083465141744738,10,43,2,1558,33,0,0,0,1601,5,2.6858213616489697,40,33,0,100
Miller,2020-08-26,43759,1.334582600150826,12.120935121917777,1.3711465070042734,9.598025549029913,42,584,6,4720,537,5,5,0,5304,33,11.010558069381599,18.181818181818183,542,0.9225092250922509,99.07749077490774
Mississippi,2020-08-26,42831,3.0165067357754896,23.99430319161355,3.502136303144918,30.1183722070463,129,1292,15,8985,1143,24,20,2,10277,56,12.571762187408778,26.785714285714285,1163,1.7196904557179709,98.28030954428203
Monroe,2020-08-26,7249,1.2553455649055043,24.817216167747276,1.3795006207752794,23.451510553179748,17,91,1,1708,74,0,0,0,1799,31,5.058365758754864,3.225806451612903,74,0,100
Montgomery,2020-08-26,8993,0.7227843878572223,13.554987212276215,4.447903925275214,21.127543645057266,19,65,4,1154,43,3,3,0,1219,12,5.332239540607055,33.33333333333333,46,6.521739130434782,93.47826086956522
Nevada,2020-08-26,8440,1.872037914691943,27.12085308056872,0,11.848341232227488,10,158,0,2131,137,1,11,0,2289,6,6.90257754477938,0,148,7.4324324324324325,92.56756756756756
Newton,2020-08-26,7848,1.401630988786952,15.685524974515799,1.2742099898063202,3.8226299694189603,3,110,1,1121,92,2,15,0,1231,11,8.935824532900082,9.090909090909092,107,14.018691588785046,85.98130841121495
Ouachita,2020-08-26,24106,0.5600265494067866,17.020658757155896,0.8296689620841284,7.467020658757156,18,135,2,3968,113,0,4,0,4103,17,3.290275408237875,11.76470588235294,117,3.418803418803419,96.58119658119658
Perry,2020-08-26,10322,0.5715946521991863,20.015500871924047,0.96880449525285794,2.9064134857585735,3,59,1,2007,56,0,0,0,2066,-12,2.8557599225556634,-8.333333333333332,56,0,100
Phillips,2020-08-26,19034,2.022696227802879,27.8081328149627,3.1522538615109807,19.964274456236208,38,385,6,4908,338,3,9,0,5293,49,7.273757793311922,12.244897959183673,347,2.5936599423631126,97.40634005763688
Pike,2020-08-26,10808,1.5081421169504072,17.015173945225758,1.850481125092524,15.729089563286454,17,163,2,1676,145,8,1,0,1839,8,8.863512778684067,25,146,0.684931506849315,99.31506849315068
Poinsett,2020-08-26,24054,1.879105346304149,23.621850835619856,8.314625426124554,44.067514758460135,106,452,20,5230,342,9,4,0,5682,77,7.954945441745864,25.97402597402597,346,1.1560693641618496,98.84393063583815
Polk,2020-08-26,20163,1.0514308386648812,15.77146257997322,1.9838317710658135,15.374696225760056,31,212,4,2968,178,4,3,1,3180,18,6.666666666666667,22.22222222222222,181,1.6574585635359116,98.34254143646409
Pope,2020-08-26,63644,2.545408836653887,26.536672742128086,2.3568600339387844,24.19709634843819,154,1620,15,15269,1452,35,14,0,16889,94,9.592042157617383,15.957446808510639,1466,0.9549795361527967,99.0450204638472
Prairie,2020-08-26,8244,1.3828238719068413,19.395924308588064,0,4.85201358563804,4,114,0,1485,110,2,0,0,1599,2,7.129455909943714,0,110,0,100
Pulaski,2020-08-26,393463,1.7183318380635537,24.166948353466527,2.185720131244869,16.952038692329392,667,6761,86,88327,5995,64,99,1,95088,841,7.110255763082618,10.225921521997622,6094,1.6245487364620936,98.37545126353791
Randolph,2020-08-26,17603,1.6588081577003921,21.570186899960234,0.5680849855138328,17.042549565414987,30,292,1,3505,250,7,12,0,3797,21,7.690281801422176,4.761904761904762,262,4.580152671755725,95.41984732824427
Saline,2020-08-26,118009,1.249904668288012,16.925827691108307,5.592793769966698,19.57477819488344,231,1475,66,18499,1233,19,11,1,19974,202,7.384599979973966,32.67326732673268,1244,0.8842443729903537,99.11575562700965
Scott,2020-08-26,10442,0.8044435931813828,14.068186171231565,0,4.788354721317755,5,84,0,1385,79,1,0,0,1469,11,5.718175629680054,0,79,0,100
Searcy,2020-08-26,7923,0.9213681686229963,18.856493752366525,8.835037233371198,49.22377887163953,39,73,7,1421,34,2,0,0,1494,14,4.886211512717536,50,34,0,100
Sebastian,2020-08-26,127461,2.1598763543358364,25.807109625689428,2.4321164905343595,25.497995465279576,325,2753,31,30141,2396,25,32,2,32894,268,8.369307472487383,11.567164179104477,2428,1.3179571663920924,98.68204283360791
Sevier,2020-08-26,17193,6.6422381201651834,38.2655731983947,4.653056476472983,28.499970918397022,49,1142,8,5437,1081,9,12,0,6579,29,17.35826113391093,27.586206896551722,1093,1.0978956999085088,98.90210430009148
Sharp,2020-08-26,17043,0.8507891803086312,16.45837000528076,4.694009270668309,12.321774335504314,21,145,8,2660,119,3,5,0,2805,23,5.169340463458111,34.78260869565217,124,4.032258064516129,95.96774193548387
St. Francis,2020-08-26,26294,4.875637027458736,37.71582870616871,0.7606298014756219,16.73385563246368,44,1282,2,8635,1235,1,3,0,9917,60,12.92729656146012,3.3333333333333335,1238,0.24232633279483037,99.75767366720517
Stone,2020-08-26,12446,1.3578659810380846,18.88156837538165,8.034709946970914,52.22561465531094,65,169,10,2181,103,8,1,0,2350,24,7.191489361702128,41.66666666666667,104,0.9615384615384616,99.03846153846155
Union,2020-08-26,39732,1.6435115272324576,18.531662136313297,0.7550588945937783,17.3663545756569,69,653,3,6710,564,5,20,-1,7363,135,8.868667662637513,2.2222222222222223,584,3.4246575342465753,96.57534246575342
Van Buren,2020-08-26,16684,0.6353392471829298,16.758571086070486,4.19563653800048,22.176935986573962,37,106,7,2690,67,5,2,0,2796,5,3.7911301859799713,140,69,2.898550724637681,97.10144927536231
Washington,2020-08-26,228529,2.9138533840344114,24.785038222720093,1.2252274328422215,8.401559539489519,192,6659,28,49982,6412,15,55,0,56641,258,11.756501474197137,10.852713178294573,6467,0.85047162517396,99.14952837482603
White,2020-08-26,78804,0.6091061367443277,12.612303943962235,1.0151768945738795,12.182122734886553,96,480,8,9459,374,8,10,1,9939,61,4.829459704195593,13.114754098360656,384,2.604166666666667,97.39583333333334
Woodruff,2020-08-26,6660,0.40540540540540543,19.444444444444446,0,7.5075075075075075,5,27,0,1268,22,0,0,0,1295,4,2.084942084942085,0,22,0,100
Yell,2020-08-26,21757,5.138576090453647,38.58528289745829,2.298110952796801,12.409799145102726,27,1118,5,7277,1068,2,23,2,8395,47,13.317450863609292,10.638297872340425,1091,2.1081576535288726,97.89184234647112
Arkansas,2020-08-25,18124,1.4676671816376077,22.638490399470314,0.5517545795630104,13.242109909512248,24,266,1,3837,240,3,2,0,4103,9,6.483061174750183,11.11111111111111,242,0.8264462809917356,99.17355371900827
Ashley,2020-08-25,20537,1.8503189365535375,20.68948726688416,0,11.199298826508253,23,380,0,3869,350,4,7,0,4249,7,8.943280771946341,0,357,1.9607843137254901,98.0392156862745
Baxter,2020-08-25,41219,0.2814236153230306,5.965695431718383,0,7.763410077876707,32,116,0,2343,84,3,0,0,2459,162,4.717364782431883,0,84,0,100
Benton,2020-08-25,258980,1.974283728473241,22.335315468375935,0.617808324967179,7.220634798053904,187,5113,16,52731,4881,24,45,0,57844,443,8.839291888527764,3.611738148984198,4926,0.9135200974421437,99.08647990255785
Boone,2020-08-25,37288,0.7348208538940142,16.276013730959022,1.072731173567904,12.60459128942287,47,274,4,5795,226,2,1,0,6069,51,4.514747075300709,7.8431372549019605,227,0.4405286343612335,99.55947136563876
Bradley,2020-08-25,10948,2.4388016075995615,28.361344537815125,0,42.930215564486666,47,267,0,2838,215,5,5,0,3105,13,8.599033816425122,0,220,2.272727272727273,97.72727272727273
Calhoun,2020-08-25,5202,0.44213763936947326,23.60630526720492,0,11.534025374855824,6,23,0,1205,17,0,0,0,1228,2,1.8729641693811077,0,17,0,100
Carroll,2020-08-25,27887,1.567038404991573,20.228063255280237,0.35859002402553164,16.495141105174454,46,437,1,5204,384,5,7,0,5641,36,7.746853394788158,2.7777777777777777,391,1.7902813299232736,98.20971867007673
Chicot,2020-08-25,10826,8.67356364308147,45.39996305191206,0,175.50341769813411,190,939,0,3976,739,6,10,0,4915,4,19.104781281790437,0,749,1.335113484646195,98.6648865153538
